"alpha","alpha_ax","beta","beta_ax","lambda","theta.might","theta.probably","theta.certainly"
6.55480206364076,62.2204881848836,6.56311522991238,44.6431124469383,5.42985321700163,0.211863235572219,0.535286725968101,0.957460242584479
6.65782421405529,94.9077971586731,6.64553126874666,69.2298293668044,5.61431153153142,0.214989184442644,0.53029487338783,0.97492204150186
6.03247467519291,41.1529282225348,6.14265835021429,30.3860039045478,5.3303692782621,0.204250232572947,0.533966440709067,0.985214454738544
6.33284985690624,81.9014186839097,6.34819586261632,59.7148393472458,5.40727793043004,0.206623684694237,0.528051437987492,0.96472480021848
6.09144346856564,39.3293433343184,6.26311324341881,28.8225684585903,5.43137616578201,0.201551214817716,0.52475825695414,0.977638850468501
6.29264998785447,64.2891753979926,6.38632406900197,46.6977459853992,5.37803115642259,0.217151351255438,0.524479389393457,0.967118342245701
6.25548905027421,59.8575329723957,6.06913832863366,42.9982883682106,5.25412651452648,0.223158140928574,0.549607275480501,0.976646878194583
5.95019334875591,35.1514861796296,5.88015556468886,26.0491139087891,5.35725141775082,0.212168034574829,0.540966817174433,0.97214986965163
6.10724932881227,73.3559397973601,6.45905947878705,52.9753659972586,5.49852247691453,0.200608270002912,0.500599178223715,0.968347578265974
6.55676112268776,51.3543255561157,6.64885894625597,37.4566461987589,5.37432783262292,0.209820383454209,0.527989506673915,0.975186033840952
6.80338968902839,31.033680413653,6.76193944276223,22.8279907993593,5.33627648780427,0.20835492875808,0.535874602135806,0.976418351407007
6.60832184444674,53.9994146609608,6.49085232740866,39.0985952428585,5.30976761383683,0.225567708697552,0.520453437055743,0.982976891924154
6.41125758346715,45.718495208352,6.388201888078,33.2097907177,5.40791304451261,0.201389928427303,0.509301268284306,0.977791729115001
6.03350001336782,124.61537170793,6.11737606044389,90.4667429072909,5.58102381396784,0.206575843827341,0.542014822696199,0.985041152769088
5.97646355645715,58.2952212928906,5.95260351045008,42.8209373969409,5.52832027490881,0.220472350579384,0.530062304898245,0.985498735222359
6.30197801759944,41.5587306153845,6.39797430353177,30.1350172472565,5.65122918119433,0.210415758061663,0.535550570045069,0.986248023792288
6.12267744500843,49.114856719969,6.13934710169698,36.1050262886546,5.56644562616631,0.207733124027526,0.505662457740419,0.971064242841042
5.92832556730226,56.504029463346,6.0910269811527,41.5415453859634,5.44313612519011,0.202226606193033,0.526297096625829,0.986726193438612
6.35732954623818,59.079364448164,6.34980520925489,43.0055190061165,5.42544089906695,0.214877175166918,0.524300713569861,0.971782412827069
5.81321957106743,149.806913295722,5.90165800779401,110.523459179252,5.39208595370659,0.228286419188597,0.513722622994931,0.987461982741112
6.00594704641471,92.5465240875291,6.04601392602391,66.1186182614302,5.44166919828918,0.209121398262208,0.545457274332986,0.981491865885894
6.33000015155247,59.2035969597967,6.3488993859716,41.7853196094567,5.61425355119057,0.20695177522227,0.527944868112806,0.986654338610887
5.82445182808296,49.591831853233,6.12388910097155,35.4348922097476,5.48664589515436,0.221371223770529,0.504371617099504,0.960729416416497
5.75218667238532,36.0633265810709,5.78231632513099,26.9308172402252,5.39399851314361,0.218247784140704,0.506125071781119,0.96973802219818
6.46259600573174,56.7000363339645,6.40150870001867,41.5938935104988,5.32258739652837,0.204610934933448,0.525507543894414,0.978368892804244
6.19070845727199,67.4030308211584,6.46599804810306,48.0852994363006,5.36776717562317,0.203797644872658,0.514889698348169,0.980652186894331
5.52299072404595,69.5222409359983,5.55854692758975,50.5972029252333,5.32841708654337,0.206220375473218,0.534907423933118,0.987627673846611
5.44398067771706,80.6206809102096,5.4712842807071,60.0982235890808,5.44740527918671,0.215674265206251,0.543704981011903,0.982322489571909
6.44669302586866,141.932736751371,6.42244213785516,104.235386722153,5.64444073153072,0.206249205338676,0.512561423319016,0.963803167504717
6.37717824032423,46.1365528217568,6.52726358033857,33.0181682170404,5.36343953860787,0.212633181497403,0.537541409749886,0.975078509635676
5.77813802764737,60.987767033038,5.76732659496938,43.5843216784962,5.52340350507252,0.210630046382136,0.531177348892969,0.98681415173425
6.77030284991067,42.1705822155626,6.83205612646597,30.9321583700264,5.43827321822456,0.208047290665873,0.540883553613102,0.999736198869857
6.06206718604511,32.3828703953259,6.11976717075512,23.9284567357071,5.41713851090456,0.206568498436964,0.53798507106403,0.997653270752132
6.60811614504717,67.1029565021608,6.72256677778324,49.1580095728079,5.35761769682395,0.207893784008401,0.526216597206635,0.978806893706161
6.64003365593302,57.6347185796229,6.63161807900599,41.3665634598676,5.42437730704274,0.200355417308685,0.528586067941,0.99994980577591
6.17278960024845,65.4576947355918,6.13268801660753,47.2563632406853,5.36681116755499,0.229868447055265,0.531226014207093,0.983096712932115
6.46741022035687,62.0017829786397,6.39570852154889,45.7179323945171,5.45306800067725,0.222833455425027,0.535954635041795,0.982261295841583
6.61626307577548,34.968091218114,6.62431452591326,25.6921656278963,5.39930491605832,0.216529697047021,0.525567552552118,0.970484326335914
7.18517905735421,71.9419589347209,7.09509006107979,52.1186892561883,5.34028541478263,0.201054197298354,0.540513598601741,0.977154320288847
6.63594563790359,57.19842432586,6.80469302934468,42.3241852270872,5.43519251804124,0.207077961401748,0.53705309300308,0.985110614692097
5.85733338121215,75.0392529059304,5.90014274349523,54.3256554262342,5.36040836962293,0.215064731776906,0.526113437531139,0.986689649840289
6.98801985039494,76.2988766576133,6.93897821507643,55.0898608542978,5.20501148848007,0.202785360049735,0.531679563378769,0.984851443543948
6.10658548815004,54.2945253946584,6.26658062163968,38.7861437030665,5.51411575190941,0.213382841127818,0.54620155490203,0.984680131311299
6.22112423498697,37.1147442789669,6.26162565542818,28.193049016133,5.56103193777331,0.204379590077407,0.53940502203196,0.985970605407379
6.26041846103485,45.6984554911572,6.1312625172219,32.6451451853231,5.30848513010948,0.218974253821813,0.512147459572506,0.981151682515538
6.13250364642018,75.9397572978365,6.13348658666887,53.6626084682467,5.23737094873546,0.207626175803686,0.546489706862134,0.977255467144291
6.34386324738892,96.5237764398671,6.22848056778761,69.3186569992429,5.32763810541893,0.216644788250323,0.536547361898013,0.984941015159288
6.62480466520904,79.5169938264689,6.69992379126563,56.8560835589205,5.22182771180058,0.23119972586574,0.531492625330083,0.970733953885252
5.92567213501902,111.13611261968,6.01546158594029,80.4879325069328,5.34727547617377,0.200383939436889,0.52603088228391,0.982132355339464
6.59394677579793,79.4158145711801,6.58727770704226,59.1541447244388,5.40743019591838,0.202684848457936,0.533749098536554,0.97830299120627
6.45680710252725,86.1284824863526,6.52102983226158,61.4691042151739,5.52516754317215,0.214585584023463,0.535847547337762,0.980427703578775
6.28019205552579,70.5690849568186,6.28057332580161,52.6986680841116,5.5023630607588,0.200858252332792,0.524003159719537,0.977138509686322
6.75202999443773,55.5945060597482,6.85043647196927,40.2230445541029,5.37333042732621,0.208553422642624,0.524740882542775,0.964517830408841
6.10553666123095,90.8767735104355,6.10283942692018,64.7724635970827,5.77195419883323,0.213405967526103,0.53622832099539,0.987302045931107
5.72071072489111,154.081641905504,5.70344956826814,112.714965911332,5.38075877773852,0.223188543845713,0.542018364127046,0.985497550272614
6.32036203806848,80.2161946226643,6.31614496994509,57.3624324264927,5.50972161357002,0.207670186343175,0.541039151381039,0.970123724896238
6.44009908157726,39.3226015078631,6.5167615529176,28.2741333960266,5.43016646154291,0.204354698495771,0.533695610648773,0.970862469232999
6.37412084257318,84.8916335792476,6.45376420252432,61.8922996429377,5.43841268796637,0.201235942773384,0.518045710453916,0.968197908496755
6.11651858464379,53.5713227866563,6.21889403035298,39.7870039580238,5.60079865313169,0.202600860907852,0.529520411085346,0.977742632288265
6.59321064852508,50.0859030149814,6.76011967168629,37.2860934975811,5.4480207941329,0.21391635678548,0.535411919038522,0.968624505738689
7.01346564543327,48.0269815566303,7.10315556331396,34.4306437319737,5.29723110574888,0.20736643540699,0.508553592725315,0.970398103221463
6.43618077169749,39.3483515934569,6.49029235701316,28.874695958323,5.54714224510895,0.216113188222828,0.529822823693774,0.98607991806571
6.59284892391752,59.3244893995748,6.60163094421955,42.412680964899,5.35489793575221,0.220693356708704,0.539321135195014,0.975195617904184
6.02609149003194,82.4766098224326,6.13811971509147,60.2295517532659,5.57841754393353,0.201826636303659,0.522823356593263,0.969622005150296
6.85580003601681,41.3512314231071,6.78324717463265,29.6946793736868,5.23870279466726,0.201141525769713,0.535512904919207,0.97510315425225
6.29609609863662,85.2736751190524,6.58379009063673,62.2541745414408,5.30517364700748,0.203339653256475,0.532837679093038,0.98540847544779
6.81495515185493,74.5369611444675,6.88869996634385,54.1057785015322,5.49953093728677,0.217883440069702,0.513365471821143,0.978835706783919
7.07236289846896,144.378826081259,6.96983588601365,105.403492456496,5.35898787693946,0.204227039438476,0.536387111379997,0.982753715929695
6.71071769707341,65.7535082012786,6.57111631453456,46.8395571321666,5.20486385283163,0.217004846515896,0.532053805137236,0.985957959297626
5.960799342086,36.6096063429951,5.94168106946571,27.1858473758906,5.17667128845833,0.220834501119718,0.54332079273413,0.979847316758736
6.57450515296158,63.2635973964179,6.52724894773488,45.6036553728197,5.41727413723113,0.21667576939661,0.537274067713794,0.969242262960115
5.62560753344463,71.9276617649022,5.67635667984643,51.9983983760694,5.40143472935435,0.212224664241391,0.528772343809305,0.972303864267046
6.88572387991879,89.2782206662719,6.74414426087006,64.1435670418348,5.36121293494212,0.227260944047074,0.533327156789466,0.985472204725126
6.10012033072866,57.6198678345323,6.11603406993709,42.4000484173977,5.48551168612319,0.207586729134002,0.526634446241249,0.981424615394709
6.22064693742927,81.0029400657734,6.31158002449449,58.8158081794153,5.41249491891982,0.209832073523053,0.525830380253176,0.98602753041131
5.97681744051877,32.829042264023,6.13384532218987,23.7638857430218,5.35939795477312,0.206739428016903,0.529121448678062,0.967331844867668
5.99436501658433,58.26684077435,6.03965022857104,42.6413580657274,5.28929846317025,0.214519573229662,0.533015645740283,0.980328385976171
6.04001662069118,77.3860031177679,5.83638155301224,56.14199720404,5.45013799123426,0.230058626821379,0.543581257142833,0.986768102360473
6.68508354459756,74.3537495274678,6.64466052234094,54.1894566118944,5.26992931756246,0.204110209396683,0.535715192623853,0.980267097953868
5.90551024142583,50.5552842762853,6.11624859102272,38.2154558915078,5.61913131125907,0.206712124544998,0.512860372526958,0.979071978977457
6.533767951481,141.972718790501,6.59400924085539,102.349872971842,5.40338307557211,0.212047952600159,0.5297702768737,0.983916272512396
6.0621726535776,36.4882034622867,6.23806735051593,26.3681678997584,5.40985403227809,0.204919238148748,0.533848129144805,0.977297895835639
5.97102873351123,74.2891152894501,5.95752344430641,53.7885760999008,5.48994447334112,0.205133939724246,0.531027922181864,0.971143369910891
7.22119238342646,124.667124415607,7.31407705458645,89.3788096265712,5.35822785684959,0.216968262353468,0.533023494685588,0.96510807647439
6.88619222593958,71.0907513980882,6.79402931127276,52.2375540355888,5.36841398500656,0.245879118568141,0.528898022036356,0.98304446617332
6.25915816772377,50.1405189234948,6.13060170532052,36.947850808233,5.46125606269125,0.208312355572671,0.536882285505509,0.979015274764745
6.15860429171317,31.6702265729466,6.41481985279938,23.1236133780353,5.51917598878641,0.203927748696318,0.513059996917303,0.97452980004558
6.02296761841298,42.2567504284644,5.90564212595863,30.8537381290835,5.34240766106105,0.22479747324517,0.532786925944854,0.983204902187961
6.51377863049979,68.5844851247105,6.59692369155017,51.1410095255941,5.31618296588139,0.210492464102115,0.533560232501699,0.979286085733461
6.32441638496862,35.8968232771204,6.3678139813274,26.7120052902727,5.32570818309107,0.210715767204598,0.537314318085428,0.97586191174108
5.61987103631656,30.800692686491,5.38373324594923,22.0573260252579,5.38268644022135,0.218221142142071,0.525963196837049,0.983552276470661
6.27763063928219,39.579339147562,6.3495910789615,28.4742698543506,5.28179180413334,0.200075475531317,0.532732454538615,0.985431402627148
6.72385426765923,44.9542342385641,6.71873679680824,32.6517012941459,5.44325556204417,0.209740722122731,0.540925058570723,0.993994584015401
6.49716280518169,58.1258325871879,6.37322739397571,42.6582483811175,5.59797608479046,0.226862654916254,0.524283485618867,0.986375919311586
6.71169830469142,46.2296150368261,6.69400518467657,33.6251306538137,5.35806775386568,0.221375893302139,0.532800570759985,0.965952996580092
6.91911193605264,78.8702298823733,6.86057651579403,57.6253548076656,5.30227399867741,0.223476250275139,0.539575299365509,0.982980813546675
6.13805410553952,79.4683811022417,6.27552892363995,56.9693554107395,5.35724819136283,0.201421788125181,0.530028466417001,0.968177296877962
6.69444492763116,59.6737694594694,6.57728145537995,44.7143556440698,5.50379611009698,0.221603830733631,0.535064866373391,0.972218180905517
5.86808971765078,80.3739194749435,5.86268458950221,56.5636240804523,5.20952032092126,0.2140180239762,0.525961625503331,0.986386788446122
6.15303160975725,51.2287659539641,6.18277099308807,37.5376368984048,5.58510988503983,0.209881077483801,0.53403367047799,0.971885374442965
6.20129774896062,104.088488412,6.22447690044181,77.2265309743756,5.58034464672807,0.227110475744396,0.518492159355859,0.986168053548743
6.62609521414669,46.6126275864931,6.44505876564088,34.6792118557165,5.22864505840639,0.200674386936463,0.533218141288782,0.976663169451368
6.8189448562217,57.5087180029934,6.81231285773739,42.7066319154417,5.38276769750014,0.210767202328918,0.526259644182187,0.985573873867101
6.45149644814181,66.0120189463599,6.25914717854064,50.0374238062992,5.16490584124268,0.229027240360249,0.548220722707059,0.979745915621163
7.54822003008542,45.0775211214985,7.28117721227129,32.7203224805094,5.28602479597446,0.226750665632239,0.516410183960674,0.977823991208704
6.26767710368039,58.7825948863746,6.35565284518636,42.8245358229465,5.56638551045259,0.202201129645084,0.532747737258512,0.973012785280173
6.97990035385865,112.528883828165,7.02596664561866,81.4625269671771,5.46205633579459,0.208253569385499,0.523273365683545,0.974931931805717
6.56488741534521,57.8763049671103,6.56342681686291,42.5629333543111,5.37696193229489,0.237885637071849,0.524813169114589,0.97086222343343
6.13875962093146,109.864361649009,6.2603402351441,79.8111230184949,5.35863779924268,0.208147781271234,0.502922994018215,0.985748811015118
6.75900221198591,52.6685692453166,6.86089517292631,39.6567980849818,5.43216681880721,0.233710820535828,0.530826889598392,0.969899696785454
7.07838569631415,56.5048056919132,7.34147017455731,42.0381970618646,5.69259915595796,0.201054609386461,0.52469562150645,0.980344108272932
6.35949068954883,72.1524518411263,6.60012021765513,51.859701863165,5.32187297301708,0.210402243349117,0.525042483181286,0.976972238701631
7.05900766781029,72.0739353640269,7.10044557428856,51.48199037161,5.48975645263182,0.206320010695884,0.541606148961296,0.974410976975807
6.7883698759172,61.8869254132022,6.71148441605876,46.2097721284834,5.35046853610648,0.222408119641262,0.540856371717556,0.968025035846451
6.39337690422873,53.5181962922323,6.15727929178643,38.1601258708553,5.36757959882108,0.20950762227883,0.533543998157385,0.985623349147338
5.94042680649186,57.3360396349112,6.01355244707329,41.8078942335464,5.6004167591159,0.212975192586797,0.526469270110365,0.98658586252923
6.40318446073009,52.5471278365844,6.34644410845923,38.7478693835786,5.54573265155654,0.216677026430988,0.523629698591181,0.97278204713664
6.01623707311948,58.5735294734918,6.10257665529086,42.3530204164254,5.42194159247642,0.231576734277758,0.52909273093705,0.96923988599356
5.682132718132,31.6364989564813,5.68145596065359,22.741591513982,5.35711092533025,0.205479209417446,0.535951319013785,0.978140349918361
6.70855113451772,92.046827382144,6.72669528602898,67.9333569075531,5.45038026972505,0.219587809294153,0.523530637698338,0.986594975011299
6.20582974314145,53.4919236604761,5.99167554075477,39.4873401999803,5.54337062021199,0.229243909882404,0.536239621767556,0.966868348847612
6.17086466578324,39.4087241539193,6.06697727430466,29.243639742428,5.5985732576779,0.222645455064428,0.531834036463236,0.979986150810077
6.32967335153412,42.9417647081667,6.22500938118341,31.9879512919763,5.72480996769075,0.211483724945275,0.537567850900956,0.985092032518952
6.62200318730052,91.093025658092,6.45772673672135,66.4883091144213,5.39634726944129,0.218590161320503,0.54139301556502,0.972956112555375
5.89848203398708,33.6362762432365,6.10871494984232,24.5621980716613,5.39644082832402,0.208186609590978,0.533233740112013,0.974126296236571
5.75912232197906,81.6827770659125,5.76194365111391,58.833005223072,5.27272565091141,0.205452723878171,0.526402468245106,0.987542411549526
6.10995888070502,85.1727011072931,6.06127148529318,60.9170136447967,5.37713897477937,0.221215843533806,0.549845122487378,0.969994529247207
7.13581338041735,52.3569542691111,7.18526601442022,38.2397842799221,5.486879373126,0.206393159162265,0.541513977961389,0.979638421029933
6.42520922533661,38.2465272940287,6.43065331643385,28.2443589843943,5.70026308255941,0.220179071115526,0.533730616015455,0.979298953739416
6.88477498522841,51.381700037302,6.96050117073163,37.0183424777095,5.67094206362956,0.214104757240448,0.518815664615528,0.979154486693513
5.69986170883249,96.4225946178937,5.72402919296779,69.2352586448403,5.22154656766899,0.20369205104138,0.535131838590724,0.985215259095462
6.23193710647652,38.2885410812307,6.06407158185677,27.8386590667788,5.33631946023073,0.239320763219424,0.537864365730451,0.976210350964051
6.22324449331534,39.9186112117771,6.15465881651959,28.6893473718947,5.33745166185744,0.219728905469475,0.538104061501602,0.982738255113364
5.92785687784095,82.415684117825,6.07477653892233,59.839058172201,5.54820373713892,0.204142981270939,0.501662765273625,0.975864916584362
7.13001832312855,56.6550532420829,7.16612125338382,41.8775043410631,5.87189260911188,0.2013620484928,0.523414672465882,0.971004386045112
6.83260063320649,40.5514694078098,6.61448826786066,28.9335063539157,5.44351646198188,0.217387352728981,0.523648683462817,0.983468502141142
6.14128389573186,49.7325418673659,6.26005729020869,36.8461133656085,5.55960458340835,0.204039517558339,0.530911408240007,0.980714970006007
6.60482669270899,45.0820567691359,6.57521022403707,33.4648883111768,5.22882965603858,0.200643985400451,0.526430146685359,0.973412491153069
5.9370252204335,46.8985837691398,6.12722665952729,34.7188898176471,5.21582267571843,0.211486452557068,0.533773797423077,0.984231658233353
6.0584671342341,77.4697267499432,5.92342424866164,54.4638591506954,5.46524177522942,0.218752622448904,0.520762749350355,0.972903858227735
6.19347055680194,66.9715628883513,6.31626864651474,48.6756727211248,5.37337282886999,0.211334372880221,0.531680545991729,0.975701275126682
6.30999273563614,68.8637931342293,6.49113003479504,51.7401901098341,5.63739213078715,0.211809156307332,0.536378143410923,0.966156663129549
5.85498096666962,87.2494444244885,5.97398688119049,63.2466749838571,5.34996290785343,0.208453032087819,0.538385202310179,0.972964809643267
6.31821785490155,119.469263131914,6.33720864753119,87.5044626509729,5.47665926805867,0.213120187187494,0.533814084681411,0.975441386735382
5.86579890915782,42.4048424852742,5.8648479383261,31.0612355239564,5.35669520945173,0.204135053309463,0.52934442954608,0.973458610719532
5.82494982760482,37.636049061929,5.84457659447593,27.4108021483763,5.28787978742806,0.218450739250215,0.545481022491469,0.978779809478474
6.71376634149247,53.5557510722278,6.71144137611666,39.4043293978387,5.53766228806374,0.210641260572503,0.530632817529443,0.970494705671111
6.60638297680648,67.6534736095175,6.64594243249964,50.1024420846088,5.28003246648568,0.202601639588517,0.528409058123631,0.971572576902923
6.59990894113348,73.7042817635371,6.9283534216743,53.9685816710038,5.56780717007458,0.200507996888092,0.519411780080288,0.972626569721161
6.94115648284162,83.1692577394681,6.96222259079727,62.2229461314643,5.4166289238005,0.21223376065211,0.536995249670768,0.985973016752006
6.44891531483002,45.1360097787359,6.52365574463742,33.0873050570387,5.19239449278494,0.202590136403377,0.52162034250843,0.968946316627223
6.41361942359674,43.485499188772,6.45267846574859,31.6340465044174,5.40963144239675,0.211881747186338,0.525751115855739,0.973962964679745
6.09586534498123,77.4110794911841,6.22487136311639,55.7883589001752,5.53690951884316,0.203881257328235,0.507967913926214,0.970136851301775
5.85837284428368,79.9153191007836,5.93671251482583,57.989457526046,5.50561036182935,0.214674639819186,0.529596489060914,0.976920394082031
6.36240759829476,41.1332205907418,6.43704915732139,30.1763779193399,5.44965540681851,0.211740800200451,0.510695233022381,0.969254735673818
5.81747024512257,55.7215970869563,5.77824099381118,40.2644746171438,5.34707110118535,0.215009628252961,0.519918304069854,0.980151134514363
6.30041787472544,55.8031001426352,6.13001029087476,40.946877438095,5.37171706783962,0.216790231586626,0.525150617428745,0.97828714390491
5.94329285282301,54.4438720625526,6.07981457519282,39.9155165408344,5.53837863009094,0.204540074239988,0.530909245882922,0.983832390235526
6.65316058259588,43.9377649085513,6.72103017393868,31.8387130061433,5.30653799182845,0.214724337983646,0.533148179273583,0.976829898656403
6.61348341041392,59.6660869324317,6.57120720775242,44.2786060523307,5.47055109920976,0.202548614474544,0.52885642313227,0.983428149418486
7.02812244907906,58.499598805562,7.07046609782853,42.4496249551659,5.35715665008734,0.213680061517624,0.529712236890904,0.979987916067943
6.4880299830946,76.3301085701247,6.57743463197862,56.437011194287,5.37348722244089,0.217100551917489,0.527245793585817,0.970251966153475
6.42824852624648,75.0067766195572,6.51633947719108,53.8637031913212,5.20174231387658,0.203855223253983,0.542748415008181,0.970451364628625
6.78566960118869,60.6008691462624,6.86881339362126,45.0842966577856,5.35187881867417,0.240705334454158,0.527572981109872,0.979954595506219
