"alpha","alpha_ax","beta","beta_ax","lambda","theta.possibly","theta.probably","theta.certainly"
3.34732186621177,12.1836472020054,3.20936838568706,7.91610127042366,4.98116889241174,0.29544985971258,0.576478507074043,0.974351963917685
2.99834371800797,9.26980089349569,2.84852622574228,6.0512341795225,4.5737269676578,0.269112778953445,0.534602628198813,0.924985908780958
3.44470122138306,12.189188431503,3.06844288400621,7.83436773829952,5.04333117899341,0.140758849073272,0.568989156733541,0.999271864150369
3.37408064367211,10.430096458411,3.26702775096007,6.82391495835034,4.93399111551161,0.250062523474911,0.52170129510397,0.900168918447124
3.16728637556404,8.73930756976988,2.942950789763,5.49267750598933,4.63667053674636,0.266508892760442,0.545627938523014,0.986790203874111
3.19072079869802,15.5324695241762,2.91277442057278,9.58550039652224,4.64317941273126,0.215705753108241,0.534218456288002,0.992149030503939
3.17458550486962,9.14267848216091,2.99768194118619,6.08375511735518,4.63217218986808,0.242072240039337,0.516539010202355,0.965592377744215
3.47596240470097,8.47014509354355,3.1866621257385,5.84637829294851,5.0846730175329,0.22139298221254,0.513640310880444,0.979880360416625
2.93772127493828,7.98351300718185,2.79846896514131,5.45170367801558,4.94830490590523,0.247324526283066,0.529326827916228,0.906301218002952
3.37136320336042,8.90317475917309,3.21338414700077,5.87845775053248,4.96056720656357,0.233166288142867,0.580875573527726,0.967368354515815
3.45793389034584,8.87073090660197,3.21200128613791,5.84048365871686,4.82633692451911,0.294507858682037,0.569119755753059,0.996230540010081
3.35955549713199,8.69528672763585,3.10713295573802,5.81478317333492,4.95595244453568,0.235951945167047,0.520493388183741,0.964040106564692
3.44576107654001,7.97351320225009,3.17047241721396,5.34275517422036,4.91109825935024,0.27401868557825,0.577125287516121,0.955442495232786
3.10138487189144,10.2945544428483,2.98273545542066,6.86241386131591,4.72149643454753,0.279761865469073,0.529453424709681,0.928871539551327
3.16500084050532,9.20786845640342,2.93723495958862,6.15662851665738,4.74864066457336,0.242617365917257,0.518346038906248,0.984969236416793
3.06179240925021,8.34495159666634,2.82947831516758,5.54222262465209,4.81982393095284,0.253760689213007,0.579576159314265,0.947117788142585
3.17941247933597,12.2433945870751,3.00738927168002,8.49807897458918,4.88166330359577,0.25088260568248,0.571755004794326,0.909829527343536
3.64354581674791,12.655760808327,3.46471489105108,8.421982319811,5.16948447417416,0.248887099727974,0.511255663518016,0.91779969534706
3.27943552817565,8.82948014085444,3.14162618216064,5.98089876157749,5.0034352933236,0.216870445127511,0.541830059175832,0.979416491081085
3.31437053271948,10.5427193443617,3.14434970391634,6.74524442266087,4.79548945518498,0.229195539195842,0.501605069452984,0.904485489475768
3.75406782508494,10.0455063099081,3.46911371512376,6.66939153337197,5.08128654425782,0.228067708711048,0.594625848330547,0.941478558397808
3.14778677267554,12.3231897705539,2.93503398622278,7.88427909974854,4.99562665052406,0.271222122644897,0.535677451413554,0.907398770072955
2.8391331114408,9.19365248770082,2.69441719963171,6.11049622729963,4.7282901730303,0.254229156272626,0.578012275736364,0.960853349342129
3.44158658886493,8.26486846043057,3.13242869240791,5.24651619975199,4.85671870669061,0.149803565698887,0.565133243176551,0.933276105115434
2.8503707716836,10.1807583674234,2.71155064281458,6.36870016208613,4.61861112108167,0.289112392349612,0.509719290229717,0.91913528315236
3.27336338349229,11.1786263837788,2.86497409988042,7.24061976622128,4.86931174811029,0.252841554485877,0.598671332458715,0.922190397790229
3.43615220632638,12.3013017940201,3.11913148132588,8.40153876164299,4.8925275077401,0.234873735474748,0.534504010837035,0.941489648388714
3.41820853415182,10.3136000638286,3.12283095567538,6.85691666653482,4.57950580970534,0.213577949492837,0.549838975497271,0.849045529008084
3.5100467923002,10.2511230291097,3.29181985522779,6.70141629236099,5.11709662309265,0.285877695295759,0.51999886613289,0.958177190195517
3.59981686911319,11.3820542954031,3.30180314410637,7.94474761671729,5.03615535919806,0.209621099157365,0.578840736821052,0.966284808950061
3.17478588773433,10.5425568087941,2.86857081171256,6.88051824011322,4.75140497021409,0.240922275643261,0.514643409941221,0.972063774722721
3.26190799712444,9.38964174738667,3.00221743249502,6.13139711928549,4.99672691760144,0.237139909105271,0.556500986649547,0.968210328975299
2.97487660270269,10.292704377376,2.79638512310978,6.70096261019417,4.75276038034741,0.267410684510071,0.501600854020577,0.909058898997399
3.17367583766687,8.52631986284393,2.99053630604405,5.56101477371842,4.62736320605201,0.274639633618655,0.507921478400731,0.909371421134559
3.23705189132507,10.8540780501185,2.91349534976744,7.38997459499532,5.00201141340119,0.276822363500874,0.598681908315463,0.99819588348962
3.14795352389004,8.79424912796417,2.90263153232115,5.72140702393514,5.0150236339992,0.264835907150614,0.577557666034587,0.933251801584172
3.41507962979845,9.94529436332469,3.1063937601313,6.51449568029446,4.67945253044201,0.27547854013523,0.570299709607939,0.955860067211646
3.36573860149539,12.1296197794287,3.07190186619219,7.79733364395926,4.83476533466962,0.237203868809469,0.546542227191066,0.977704344521432
3.16185173994016,10.0100008576591,2.89060142458755,6.32079946281197,4.88335980741986,0.246369461524701,0.590909583742375,0.918563730745513
3.17435957361204,9.30351115658313,2.99985800356218,6.09523211204503,5.145481085278,0.24226502449952,0.558594294992455,0.92853401842899
3.26184816040472,8.41169628788336,3.16554096591578,5.66267388762232,4.8673651741924,0.229540620126857,0.510724449276877,0.935320764849663
3.2710565278984,8.56674332522969,3.05197293064675,5.66175081654523,4.77868197797699,0.222450779125347,0.552177222082568,0.97316780592648
3.49498239978003,9.34661727509005,3.31223660913977,5.87635400060645,5.02573130921559,0.205556186939254,0.591942495745376,0.973771665245535
3.38741300217741,7.67970316854212,3.194295938173,5.31138496094029,5.02068694414151,0.252661048880278,0.518621236670696,0.938778596806967
3.25591570372358,11.771092715004,3.0735850490251,7.75864346767412,4.8290506890271,0.210031690045409,0.523427391102584,0.914373689617632
3.38577458711645,8.92672198473665,3.29429446327755,5.8993641341219,4.94734415180204,0.217614660434625,0.576530587157296,0.905430771677914
3.29099394465656,10.459809045103,3.22806028124273,7.0971339385712,5.26732090826182,0.20644004347722,0.505040238430163,0.944318744423091
3.44850135326617,9.80539740686635,3.1537046186344,6.65230946243475,5.05947682213422,0.264840675446075,0.559673817308312,0.981070234366185
3.11778643834082,10.1088372195313,2.99157660619504,6.70519246120133,4.75337643236383,0.232393238124835,0.570459739647185,0.905217548090538
3.0451176123467,12.5282685007516,2.83697903631667,7.6621396261243,4.81957819207178,0.238551829285489,0.591342938416718,0.901621000862841
2.96699425951034,15.0556524201469,2.74967924292876,9.78892268444348,4.7231085015311,0.200062124379427,0.520081286307231,0.936191083649939
3.39761411643368,11.3514352013036,3.16573177569461,7.5231396326636,4.92873626076173,0.227286316002163,0.571152445029086,0.94348427983748
3.37967802859201,8.55164108152427,3.14290739349969,5.53776435492561,4.85932930936108,0.28770585337847,0.500575177901418,0.939645435809
3.57611824653119,13.0695703701213,3.21230632544225,8.43218362268924,5.07840251680516,0.217942311336533,0.516784610542015,0.905358156905645
3.1327828586062,8.49090817588561,2.94646158626182,5.71082900973347,4.86876930895748,0.233044412011609,0.562734739127324,0.954248195137481
3.4400077140628,9.75916024511312,3.27601306471882,6.49742621793793,4.89725534720629,0.280901057385399,0.593836187548262,0.987634008427043
3.54297799354942,11.4950579818386,3.36797187123454,7.66172451531368,4.73914257307367,0.243464989826411,0.567964887324767,0.944569268514572
3.1166940611207,9.4462549764091,2.95457678540541,6.38762107922923,4.95990054226398,0.204240011988046,0.509908138429082,0.915954320288747
3.34824942390131,10.3648579079107,3.11177341229507,6.72235656578299,4.60522613012158,0.157991464627368,0.574829535611995,0.953342275605874
3.32802860736171,11.9587747835627,3.16058155476592,7.793175360494,5.10586420123333,0.238780218114444,0.556279120597593,0.991952656242909
3.24935181116233,10.4901073030824,3.02529250781503,7.06307195543899,4.84838954078816,0.297432424620985,0.58430217390442,0.978404050942065
3.27873111561138,8.42755673728768,3.15262850768981,5.45536485014772,4.86085036141128,0.242019090973775,0.540145854585428,0.938694846944276
2.97005659744803,12.3424568631912,2.76514413045432,7.69818943623041,4.61930348480326,0.272669599479962,0.595557191806373,0.945866597705285
3.28300021451306,8.04811036917284,3.30986515872287,5.39114442045522,4.8975280110017,0.20561289713084,0.519492501377395,0.9836525143449
3.44893118108167,12.4326782959842,3.20584168057625,8.20058277962836,4.71988295753625,0.272562725735953,0.579331197621306,0.914136716035846
3.28868919736505,11.010777350722,3.01230597523251,7.43367827222148,4.8974969401225,0.242007733351428,0.578617081451573,0.980796783230579
3.35375942471923,11.6251820094765,3.17066491720305,7.81994566114284,5.04687585723053,0.247453830970295,0.52774815396797,0.984428729642663
3.22558125115303,8.86316413820565,3.00390525268568,5.60768494479092,4.8740223479654,0.272921864212328,0.57580196420499,0.989372943799745
3.20164642151956,9.08533119262839,2.87819773698248,5.93296904468332,4.69527188139254,0.219764340349212,0.566088129857664,0.951055170196232
2.92329499701916,10.8528362752984,2.77536990133012,6.8682035386772,4.8810613902643,0.224165517422582,0.525928529905577,0.924381350244686
3.24062147418716,11.7669045090248,3.04355675033744,7.62681789958599,4.83946982339012,0.20180018683259,0.521777833809396,0.919829381261166
3.19088521578596,11.8030452917523,2.90391406397168,7.57619471205919,5.04098846552841,0.202658809403393,0.505634986581894,0.925629423736639
3.13967308111785,9.89865397349386,3.01036720259087,6.66090392660811,4.7438106765779,0.20526804264322,0.502780174130448,0.964899660774626
4.030230131252,8.67328392593443,3.68350371472092,5.77490796322967,4.98321399124639,0.28256849849807,0.528532700595634,0.975074422360285
3.17495448790202,11.9139376259503,3.02789386886228,7.50305685641935,4.566004703406,0.245778289774817,0.591959794840676,0.908942224853379
3.08949146084241,9.57483790857387,2.95789390298861,6.49200812288686,4.76741979487735,0.248261402894889,0.549279650797224,0.92572940778391
2.99231648472697,10.6573904465257,2.9057264994945,6.81778501880602,4.92238719185994,0.181356119255242,0.571543830715991,0.950553026721219
3.08297317239075,8.97620351206394,2.77784372093022,5.74690275136748,4.83177431141435,0.287142608773783,0.552066633845627,0.937422921619405
2.81062421455697,10.5057675206034,2.61134516334039,6.92100441120557,4.88089393462849,0.210671004781654,0.556858253855776,0.93912471676368
3.3583769768855,10.6739180623628,3.02397259922337,6.99392252698,5.08014543559458,0.231886319290711,0.574725432806958,0.934540402976387
3.28023839288412,10.8871753668999,3.07972372554345,7.37049520415437,4.9563835817309,0.274395430109368,0.507892956881489,0.956948870487428
3.38649757639092,8.47151132976187,3.25516310819929,5.89482991189566,4.90976599385426,0.187230586139446,0.572254728352219,0.960790466428992
3.15111246182001,14.2757271915504,2.86047124639628,9.46009467722549,4.88770826717492,0.252167421141338,0.553993116388025,0.9677217546573
3.21327427927455,8.2888489026941,3.02349583054664,5.52164446765476,4.97494409897556,0.124879406451844,0.547062211034869,0.994804748372642
3.0751824851527,14.9617777629731,2.88154624007392,9.14847222527787,4.77578913020344,0.213932747817051,0.560079140208787,0.902185822239225
3.13885005957142,11.2732225278988,3.06769199608955,7.26509766941832,4.66832813763158,0.268947423985788,0.58539287685692,0.982018399769031
3.53316010435878,10.035999536239,3.31259337429818,6.53689250083755,5.22829873874976,0.245927991615746,0.537486718712224,0.937525802247174
2.94073640816663,7.59239989942717,2.73695817832885,5.20129021258669,4.80096177493147,0.28886959469229,0.573831375824927,0.951551571177639
3.00383734787243,11.0133949916225,2.75185856292124,7.3348219351134,4.72885418293972,0.214633424422954,0.563452179429171,0.997625984715949
3.07981406137074,8.24411540751347,2.85911246001123,5.17552355749242,4.78784171068687,0.230896134565437,0.577755785969156,0.922721146627848
3.46592881560365,11.3511974991582,3.25253402685364,7.48566153442118,4.79600263857639,0.273703629060602,0.504480976987446,0.98898314114397
3.81724309474916,12.0645299270671,3.66409587748329,8.02263852755949,5.11732706242442,0.271699384890354,0.563538013420619,0.973868912383276
3.06484735371829,11.5666411291267,2.84715230554892,6.99083280724407,4.96418277686138,0.242452698657339,0.514381742026557,0.941436164258086
3.5148075311499,8.57155889902522,3.38079923031383,5.61940998256661,5.0631409580259,0.256900123347084,0.56475474295165,0.99315246947752
2.74267184085877,12.0880308200793,2.4407052608189,7.77030652925475,4.57504380862024,0.288848370138966,0.551248650235915,0.946577077889674
3.25363940351674,10.8041997234123,3.18950184537182,7.1701445157215,4.86446597783801,0.106297946551922,0.591297020091816,0.927287237402893
3.01652940830792,8.17311231227044,2.78446354943964,5.75961141850533,4.72887865266933,0.19391213328091,0.510553473942997,0.988825181625451
3.32029472668306,12.4779623308943,2.99616541348884,7.98995893038052,4.93708463718166,0.237347034485559,0.518395849267851,0.994375084207413
3.15449816624175,10.8300426306212,2.90641477992821,7.38173602638901,4.82165825820443,0.216081402061314,0.536539683655532,0.977764519588669
3.04156413431229,8.01903673611082,2.74114814083669,5.08935382557345,4.94112831224739,0.20078810359566,0.541029556340976,0.974299847901443
3.35593312819995,11.6289744187198,3.24527889909677,7.63451221339381,4.89895874193913,0.26726276509141,0.553506443056011,0.97377548567028
3.27188356236596,10.2814187999403,3.04610768590909,6.58012259351252,4.81231016274631,0.214461840235938,0.504497750512637,0.93169001957204
3.43111571520211,10.1098379130723,3.08883808818639,6.60356042606205,4.88808647500502,0.228204352449778,0.559362072125948,0.942164455344274
3.31178277938302,10.7758492390736,3.07234665049961,6.98081914364114,4.97129582604051,0.271341311190641,0.589222524397332,0.9395963405411
3.53375107657024,11.9005188313969,3.1053480969553,7.38007725275318,4.90917279630246,0.298370319144027,0.575601187157055,0.965497977806524
3.38479906601543,11.0612005631782,3.17476079523271,7.3191827915845,4.87916426797271,0.250402108768219,0.568687863807396,0.917177262962842
3.10447167041311,11.6856216095033,2.76520597320645,7.39938149154289,4.88977905007551,0.205400171949422,0.504052725153889,0.970197537568386
3.18803546286418,10.6743345828832,2.91321966923447,6.58870541972583,4.7052543691553,0.219020138527515,0.595360899771597,0.936205307691882
2.89734512911633,12.4820690654426,2.89207457618307,7.9968720102514,4.53569945293821,0.209096703340096,0.595986674879581,0.93596829713854
2.83385537152369,9.30329885887935,2.67555119186386,6.17713057204683,4.67089168700859,0.29118143174526,0.557377490344739,0.934327030971486
3.15246726553943,13.5224434586619,3.00535819980924,8.81641008822695,4.91113588633859,0.27065830422262,0.502511724923653,0.983772646133613
2.87189914297476,8.71392913746187,2.69932394998766,5.81668007981914,4.99089926383779,0.264699676839961,0.59103821072722,0.957049940220457
3.30814584715546,9.90711982142878,3.12876088444233,6.57748150677925,4.75173622262366,0.201119787593512,0.568230700736653,0.913872031752336
3.54687503464491,7.14923046195726,3.35595367090529,4.6771500141865,5.1440796084935,0.250313819013528,0.537727450301136,0.977362324725618
3.24342240705842,11.4364559896707,2.99082039704987,7.51461013459722,4.76785492371372,0.255999896146435,0.585412868935403,0.90431583071944
3.31620626615152,9.43769543480045,3.15780204863116,6.34727823093866,4.79344516212801,0.223076557696803,0.598782275756953,0.994708873779435
3.49878456531189,8.46180318528831,3.34961036681243,5.60842749133193,4.86045000338165,0.217480168796018,0.510388508886667,0.92256089808697
3.00534107290486,9.96944930349207,2.90505814589793,6.37571553872622,4.56601639466882,0.288208731005546,0.51786027190442,0.993162995271463
2.99762249304513,11.3867799998363,2.82875417289343,7.54918578175926,4.8336026247903,0.201778961845745,0.57497742002772,0.924552836231233
3.43187622477536,8.96374606808134,3.28815957958126,5.87769969710084,4.42256191221468,0.245417941168923,0.527257289936666,0.867734629315494
3.236010970537,6.51147034149552,3.06867855195615,4.30829862854612,4.84748521285414,0.222757473902425,0.541445788370771,0.99411995822016
3.3250475638165,10.1632941409704,3.01209202637171,6.555304329075,4.97840706617041,0.291923000108728,0.532607590758502,0.966794253665344
3.49873298041244,16.3606714638125,3.42225758892918,10.6307485610222,5.22108933523031,0.220664268945604,0.553416347571131,0.999769499279344
3.73771177477192,12.8125547615744,3.59158779853904,8.4183135419335,5.16140922450092,0.268286120945363,0.565585461216806,0.97440140799666
3.4064308597286,10.543410223677,3.13925232312604,6.91160140752948,5.01410738723719,0.259285670858042,0.532463187456485,0.92301849895887
3.40537827278083,10.125808964158,3.24290369388169,6.55099422800794,4.88093184041982,0.294619260065177,0.52701750218689,0.923850545735105
3.05544104411244,10.1632554436287,2.96729608208323,6.43483868219627,4.82488720667131,0.257823395039188,0.515664810531062,0.907008744667167
3.52505962784043,9.02664364773579,3.38884390057622,6.00554588211397,5.08972632668202,0.230772560796313,0.55600685189306,0.941743421193508
3.60371232052174,9.81745357192091,3.33092362360639,6.50247330612517,4.94467712127422,0.298256744311276,0.567261786063339,0.934870958558407
3.09329518798213,9.36788022012212,3.02127052663085,6.58677342781989,4.88969840432632,0.201382532759112,0.500186044100987,0.900786760434406
3.02395092899802,9.29526224527549,2.92731821481513,6.15183718562071,4.98675829315568,0.210928805786601,0.565690754799645,0.976047257269835
3.20400752068265,9.43026509008787,2.88902390485011,6.35470618407449,4.84285975340107,0.226624699093315,0.529588546646266,0.918143859009538
3.17712935177005,10.7367596522747,3.10277150473811,7.16800847303658,4.94409728051721,0.24746265131331,0.572118638051832,0.979061513717971
3.28510826173924,10.5368094734394,2.90110256623314,7.02416632783595,5.06480064586257,0.20295588288881,0.522329690311968,0.942419005073868
2.91453059162459,8.29760866534505,2.74345693730575,5.46763519068078,4.81658752328842,0.27707431235724,0.567098637844326,0.939774834094213
2.92835856755071,9.24262756349186,2.81036544043599,5.91609477013597,4.7558743113689,0.220276992734847,0.576190759981199,0.937941377129562
3.34409449041257,10.8053400959024,3.29075672209911,6.8941298457655,4.76042135439786,0.282673254936819,0.528983088969128,0.914087018680974
